thermo
   300.000  1000.000  5000.000
c                       c   1               g  0300.00   5000.00  1000.00      1
 0.02602087e+02-0.01787081e-02 0.09087041e-06-0.01149933e-09 0.03310844e-14    2
 0.08542154e+06 0.04195177e+02 0.02498585e+02 0.08085777e-03-0.02697697e-05    3
 0.03040729e-08-0.01106652e-11 0.08545878e+06 0.04753459e+02                   4
he                120186he  1               g  0300.00   5000.00  1000.00      1
 0.02500000e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00    2
-0.07453750e+04 0.09153489e+01 0.02500000e+02 0.00000000e+00 0.00000000e+00    3
 0.00000000e+00 0.00000000e+00-0.07453750e+04 0.09153488e+01                   4
h                 120186h   1               g  0300.00   5000.00  1000.00      1
 0.02500000e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00    2
 0.02547163e+06-0.04601176e+01 0.02500000e+02 0.00000000e+00 0.00000000e+00    3
 0.00000000e+00 0.00000000e+00 0.02547163e+06-0.04601176e+01                   4
h2                121286h   2               g  0300.00   5000.00  1000.00      1
 0.02991423e+02 0.07000644e-02-0.05633829e-06-0.09231578e-10 0.01582752e-13    2
-0.08350340e+04-0.01355110e+02 0.03298124e+02 0.08249442e-02-0.08143015e-05    3
-0.09475434e-09 0.04134872e-11-0.01012521e+05-0.03294094e+02                   4
o                 120186o   1               g  0300.00   5000.00  1000.00      1
 0.02542060e+02-0.02755062e-03-0.03102803e-07 0.04551067e-10-0.04368052e-14    2
 0.02923080e+06 0.04920308e+02 0.02946429e+02-0.01638166e-01 0.02421032e-04    3
-0.01602843e-07 0.03890696e-11 0.02914764e+06 0.02963995e+02                   4
o2                121386o   2               g  0300.00   5000.00  1000.00      1
 0.03697578e+02 0.06135197e-02-0.01258842e-05 0.01775281e-09-0.01136435e-13    2
-0.01233930e+05 0.03189166e+02 0.03212936e+02 0.01127486e-01-0.05756150e-05    3
 0.01313877e-07-0.08768554e-11-0.01005249e+05 0.06034738e+02                   4
oh         7/13/ 0 rucich   1o   1    0    0g   300.000  5000.000 1710.000    01
 2.85376040e+00 1.02994334e-03-2.32666477e-07 1.93750704e-11-3.15759847e-16    2
 3.69949720e+03 5.78756825e+00 3.41896226e+00 3.19255801e-04-3.08292717e-07    3
 3.64407494e-10-1.00195479e-13 3.45264448e+03 2.54433372e+00                   4
h2o                20387h   2o   1          g  0300.00   5000.00  1000.00      1
 0.02672146e+02 0.03056293e-01-0.08730260e-05 0.01200996e-08-0.06391618e-13    2
-0.02989921e+06 0.06862817e+02 0.03386842e+02 0.03474982e-01-0.06354696e-04    3
 0.06968581e-07-0.02506588e-10-0.03020811e+06 0.02590233e+02                   4
n2                121286n   2               g  0300.00   5000.00  1000.00      1
 0.02926640e+02 0.01487977e-01-0.05684761e-05 0.01009704e-08-0.06753351e-13    2
-0.09227977e+04 0.05980528e+02 0.03298677e+02 0.01408240e-01-0.03963222e-04    3
 0.05641515e-07-0.02444855e-10-0.01020900e+05 0.03950372e+02                   4
ho2               l 5/89h   1o   2          g   200.000  3500.000  1000.000    1
 4.01721090e+00 2.23982013e-03-6.33658150e-07 1.14246370e-10-1.07908535e-14    2
 1.11856713e+02 3.78510215e+00 4.30179801e+00-4.74912051e-03 2.11582891e-05    3
-2.42763894e-08 9.29225124e-12 2.94808040e+02 3.71666245e+00                   4
h2o2              120186h   2o   2          g  0300.00   5000.00  1000.00      1
 0.04573167e+02 0.04336136e-01-0.01474689e-04 0.02348904e-08-0.01431654e-12    2
-0.01800696e+06 0.05011370e+01 0.03388754e+02 0.06569226e-01-0.01485013e-05    3
-0.04625806e-07 0.02471515e-10-0.01766315e+06 0.06785363e+02                   4
ar                120186ar  1               g  0300.00   5000.00  1000.00      1
 0.02500000e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00    2
-0.07453750e+04 0.04366001e+02 0.02500000e+02 0.00000000e+00 0.00000000e+00    3
 0.00000000e+00 0.00000000e+00-0.07453750e+04 0.04366001e+02                   4
co                121286c   1o   1          g  0300.00   5000.00  1000.00      1
 0.03025078e+02 0.01442689e-01-0.05630828e-05 0.01018581e-08-0.06910952e-13    2
-0.01426835e+06 0.06108218e+02 0.03262452e+02 0.01511941e-01-0.03881755e-04    3
 0.05581944e-07-0.02474951e-10-0.01431054e+06 0.04848897e+02                   4
co2               121286c   1o   2          g  0300.00   5000.00  1000.00      1
 0.04453623e+02 0.03140169e-01-0.01278411e-04 0.02393997e-08-0.01669033e-12    2
-0.04896696e+06-0.09553959e+01 0.02275725e+02 0.09922072e-01-0.01040911e-03    3
 0.06866687e-07-0.02117280e-10-0.04837314e+06 0.01018849e+03                   4
ch2o              121286c   1h   2o   1     g  0300.00   5000.00  1000.00      1
 0.02995606e+02 0.06681321e-01-0.02628955e-04 0.04737153e-08-0.03212517e-12    2
-0.01532037e+06 0.06912572e+02 0.01652731e+02 0.01263144e+00-0.01888168e-03    3
 0.02050031e-06-0.08413237e-10-0.01486540e+06 0.01378482e+03                   4
hco               121286h   1c   1o   1     g  0300.00   5000.00  1000.00      1
 0.03557271e+02 0.03345573e-01-0.01335006e-04 0.02470573e-08-0.01713851e-12    2
 0.03916324e+05 0.05552299e+02 0.02898330e+02 0.06199147e-01-0.09623084e-04    3
 0.01089825e-06-0.04574885e-10 0.04159922e+05 0.08983614e+02                   4
ho2cho     6/26/95 thermc   1h   2o   3    0g   300.000  5000.000 1378.00     21
 9.87503878e+00 4.64663708e-03-1.67230522e-06 2.68624413e-10-1.59595232e-14    2
-3.80502496e+04-2.24939155e+01 2.42464726e+00 2.19706380e-02-1.68705546e-05    3
 6.25612194e-09-9.11645843e-13-3.54828006e+04 1.75027796e+01                   4
o2cho      6/26/95 thermc   1h   1o   3    0g   300.000  5000.000 1368.00     11
 7.24075139e+00 4.63312951e-03-1.63693995e-06 2.59706693e-10-1.52964699e-14    2
-1.87027618e+04-6.49547212e+00 3.96059309e+00 1.06002279e-02-5.25713351e-06    3
 1.01716726e-09-2.87487602e-14-1.73599383e+04 1.17807483e+01                   4
hocho      4/ 9/98 thermc   1h   2o   2    0g   300.000  5000.000 1376.000    11
 6.68733013e+00 5.14289368e-03-1.82238513e-06 2.89719163e-10-1.70892199e-14    2
-4.83995400e+04-1.13104798e+01 1.43548185e+00 1.63363016e-02-1.06257421e-05    3
 3.32132977e-09-4.02176103e-13-4.64616504e+04 1.72885798e+01                   4
ocho       2/14/95 thermc   1h   1o   2    0g   300.000  5000.000 1690.00     01
 6.12628782e+00 3.75602932e-03-1.42010352e-06 2.36429200e-10-1.44167651e-14    2
-2.17698466e+04-8.01574694e+00 1.35213452e+00 1.50082004e-02-1.09896141e-05    3
 3.73679840e-09-4.81014498e-13-2.02253647e+04 1.74373147e+01                   4
hoch2o2h   4/ 9/98 thermc   1h   4o   3    0g   300.000  5000.000 1422.000    31
 1.16303827e+01 7.15133688e-03-2.39035030e-06 3.65772791e-10-2.10199524e-14    2
-4.31079242e+04-3.24276725e+01 1.85716693e+00 3.23153132e-02-2.69928902e-05    3
 1.11694484e-08-1.81284103e-12-4.00314471e+04 1.90917729e+01                   4
hoch2o2    4/ 9/98 thermc   1h   3o   3    0g   300.000  5000.000 1412.000    21
 9.04545938e+00 7.15223373e-03-2.37005676e-06 3.60083481e-10-2.05750228e-14    2
-2.49414886e+04-1.74210530e+01 2.85441621e+00 2.33663535e-02-1.88115990e-05    3
 7.96709515e-09-1.36346618e-12-2.29866196e+04 1.51730565e+01                   4
och2o2h    4/ 9/98 thermc   1h   3o   3    0g   300.000  5000.000 1420.000    21
 1.15398246e+01 5.34291432e-03-1.81878917e-06 2.81968625e-10-1.63584348e-14    2
-1.68237489e+04-3.20700633e+01 1.93823075e+00 3.01465730e-02-2.61053152e-05    3
 1.09463562e-08-1.78312692e-12-1.38166625e+04 1.85042002e+01                   4
hoch2o     4/ 9/98 thermc   1h   3o   2    0g   300.000  5000.000 1452.000    11
 6.39521515e+00 7.43673043e-03-2.50422354e-06 3.84879712e-10-2.21778689e-14    2
-2.25557758e+04-6.63865583e+00 4.11183145e+00 7.53850697e-03 3.77337370e-06    3
-5.38746005e-09 1.45615887e-12-2.12471918e+04 7.46807254e+00                   4
ch3oh             121686c   1h   4o   1     g  0300.00   5000.00  1000.00      1
 0.04029061e+02 0.09376593e-01-0.03050254e-04 0.04358793e-08-0.02224723e-12    2
-0.02615791e+06 0.02378196e+02 0.02660115e+02 0.07341508e-01 0.07170051e-04    3
-0.08793194e-07 0.02390570e-10-0.02535348e+06 0.01123263e+03                   4
ch2oh             120186h   3c   1o   1     g  0250.00   4000.00  1000.00      1
 0.06327520e+02 0.03608271e-01-0.03201547e-05-0.01938750e-08 0.03509705e-12    2
-0.04474509e+05-0.08329366e+02 0.02862628e+02 0.01001527e+00-0.05285436e-05    3
-0.05138540e-07 0.02246041e-10-0.03349679e+05 0.01039794e+03                   4
ch3o              121686c   1h   3o   1     g  0300.00   3000.00  1000.00      1
 0.03770800e+02 0.07871497e-01-0.02656384e-04 0.03944431e-08-0.02112616e-12    2
 0.01278325e+04 0.02929575e+02 0.02106204e+02 0.07216595e-01 0.05338472e-04    3
-0.07377636e-07 0.02075611e-10 0.09786011e+04 0.01315218e+03                   4
ch3o2h     7/13/98 thermc   1h   4o   2    0g   300.000  5000.000 1390.000    21
 8.43117091e+00 8.06817909e-03-2.77094921e-06 4.31332243e-10-2.50692146e-14    2
-1.96678771e+04-1.91170629e+01 3.23442817e+00 1.90129767e-02-1.13386287e-05    3
 3.40306653e-09-4.11830222e-13-1.77197926e+04 9.25623949e+00                   4
ch3o2      7/13/98 thermc   1h   3o   2    0g   300.000  5000.000 1385.000    11
